Invoice ID,City,Customer type,Gender,Product line,Total,Date,Time,Payment,gross income,Rating,Day,Day Name,Day of the Month
430-02-3888,Mandalay,Normal,Male,Electronic accessories,289.926,2019-02-07,15:55,Cash,13.806,7.1,4,Thu,07
252-56-2699,Yangon,Normal,Male,Food and beverages,453.495,2019-02-07,16:48,Ewallet,21.595,8.2,4,Thu,07
641-96-3695,Naypyitaw,Member,Female,Fashion accessories,273.798,2019-02-07,17:55,Ewallet,13.038,8.5,4,Thu,07
744-82-9138,Naypyitaw,Normal,Male,Fashion accessories,180.873,2019-02-07,17:59,Cash,8.613,8.2,4,Thu,07
214-17-6927,Naypyitaw,Normal,Female,Food and beverages,103.824,2019-02-07,18:23,Ewallet,4.944,9.9,4,Thu,07
868-81-1752,Mandalay,Normal,Male,Home and lifestyle,208.089,2019-02-07,18:48,Cash,9.909,6.8,4,Thu,07
374-38-5555,Mandalay,Normal,Female,Fashion accessories,334.4775,2019-02-07,19:30,Ewallet,15.9275,8.5,4,Thu,07
533-33-5337,Mandalay,Normal,Male,Electronic accessories,833.595,2019-02-07,20:24,Cash,39.695,6.2,4,Thu,07
373-73-7910,Yangon,Normal,Male,Sports and travel,634.3785,2019-02-08,10:37,Ewallet,30.2085,5.3,5,Fri,08
732-04-5373,Mandalay,Member,Male,Home and lifestyle,195.174,2019-02-08,10:53,Cash,9.294,7.0,5,Fri,08
181-82-6255,Mandalay,Normal,Female,Home and lifestyle,103.131,2019-02-08,10:58,Cash,4.911,7.0,5,Fri,08
549-84-7482,Mandalay,Normal,Female,Sports and travel,853.146,2019-02-08,11:15,Ewallet,40.626,7.2,5,Fri,08
756-49-0168,Yangon,Member,Male,Fashion accessories,20.685,2019-02-08,11:39,Ewallet,0.985,9.5,5,Fri,08
815-04-6282,Naypyitaw,Member,Female,Sports and travel,341.0925,2019-02-08,12:52,Credit card,16.2425,6.5,5,Fri,08
271-88-8734,Naypyitaw,Member,Female,Fashion accessories,1020.705,2019-02-08,13:00,Credit card,48.605,8.7,5,Fri,08
354-25-5821,Mandalay,Member,Female,Sports and travel,435.456,2019-02-08,13:03,Cash,20.736,5.6,5,Fri,08
440-59-5691,Naypyitaw,Member,Female,Health and beauty,273.0525,2019-02-08,13:12,Credit card,13.0025,7.7,5,Fri,08
830-58-2383,Mandalay,Normal,Male,Home and lifestyle,133.35,2019-02-08,15:26,Cash,6.35,8.6,5,Fri,08
649-29-6775,Mandalay,Normal,Male,Fashion accessories,35.196,2019-02-08,15:31,Cash,1.676,6.7,5,Fri,08
687-47-8271,Yangon,Normal,Male,Fashion accessories,1039.29,2019-02-08,16:20,Credit card,49.49,8.7,5,Fri,08
130-98-8941,Naypyitaw,Normal,Male,Fashion accessories,472.311,2019-02-09,10:00,Cash,22.491,5.7,6,Sat,09
746-19-0921,Naypyitaw,Normal,Male,Food and beverages,22.659,2019-02-09,10:02,Ewallet,1.079,7.2,6,Sat,09
428-83-5800,Naypyitaw,Member,Female,Food and beverages,66.402,2019-02-09,10:25,Cash,3.162,7.3,6,Sat,09
447-15-7839,Yangon,Member,Female,Sports and travel,233.52,2019-02-09,11:00,Cash,11.12,4.2,6,Sat,09
200-40-6154,Mandalay,Member,Male,Home and lifestyle,415.233,2019-02-09,11:45,Cash,19.773,5.7,6,Sat,09
509-10-0516,Mandalay,Normal,Male,Home and lifestyle,193.074,2019-02-09,12:02,Ewallet,9.194,5.1,6,Sat,09
871-39-9221,Naypyitaw,Normal,Female,Electronic accessories,78.435,2019-02-09,13:11,Cash,3.735,4.1,6,Sat,09
727-02-1313,Yangon,Member,Male,Food and beverages,33.432,2019-02-09,13:22,Cash,1.592,7.7,6,Sat,09
602-80-9671,Naypyitaw,Member,Female,Home and lifestyle,100.485,2019-02-09,17:15,Credit card,4.785,5.1,6,Sat,09
450-42-3339,Naypyitaw,Normal,Male,Health and beauty,888.405,2019-02-09,18:58,Credit card,42.305,8.8,6,Sat,09
146-09-5432,Yangon,Member,Male,Food and beverages,331.128,2019-02-09,19:17,Ewallet,15.768,4.6,6,Sat,09
866-05-7563,Mandalay,Member,Female,Electronic accessories,256.41,2019-02-09,19:43,Cash,12.21,4.8,6,Sat,09
747-58-7183,Mandalay,Normal,Male,Fashion accessories,180.4005,2019-02-09,20:31,Ewallet,8.5905,6.5,6,Sat,09
685-64-1609,Yangon,Member,Female,Fashion accessories,316.47,2019-02-10,12:28,Ewallet,15.07,9.2,0,Sun,10
669-54-1719,Mandalay,Member,Male,Electronic accessories,119.259,2019-02-10,12:45,Credit card,5.679,8.1,0,Sun,10
400-60-7251,Yangon,Normal,Male,Home and lifestyle,77.7735,2019-02-10,12:50,Ewallet,3.7035,9.9,0,Sun,10
559-98-9873,Yangon,Member,Female,Fashion accessories,394.3275,2019-02-10,12:56,Ewallet,18.7775,5.2,0,Sun,10
448-34-8700,Mandalay,Member,Male,Home and lifestyle,271.2885,2019-02-10,13:51,Ewallet,12.9185,6.7,0,Sun,10
196-01-2849,Naypyitaw,Member,Female,Fashion accessories,539.343,2019-02-10,13:56,Cash,25.683,9.5,0,Sun,10
162-48-8011,Yangon,Member,Female,Food and beverages,234.0975,2019-02-10,15:10,Cash,11.1475,8.5,0,Sun,10
838-78-4295,Naypyitaw,Normal,Female,Health and beauty,70.287,2019-02-10,15:43,Ewallet,3.347,6.7,0,Sun,10
378-07-7001,Mandalay,Member,Male,Electronic accessories,151.4835,2019-02-10,18:23,Credit card,7.2135,7.8,0,Sun,10
695-51-0018,Mandalay,Normal,Female,Sports and travel,146.328,2019-02-10,18:36,Cash,6.968,7.4,0,Sun,10
227-07-4446,Naypyitaw,Member,Female,Electronic accessories,820.365,2019-02-10,20:51,Cash,39.065,4.4,0,Sun,10
842-40-8179,Mandalay,Member,Female,Food and beverages,810.6,2019-02-11,10:38,Credit card,38.6,5.6,1,Mon,11
284-34-9626,Mandalay,Normal,Female,Home and lifestyle,242.676,2019-02-11,10:39,Credit card,11.556,7.2,1,Mon,11
418-02-5978,Mandalay,Normal,Female,Health and beauty,794.6505,2019-02-11,10:54,Cash,37.8405,8.0,1,Mon,11
531-56-4728,Yangon,Normal,Male,Home and lifestyle,252.252,2019-02-11,15:29,Cash,12.012,5.4,1,Mon,11
866-99-7614,Naypyitaw,Normal,Male,Food and beverages,936.6,2019-02-11,15:42,Credit card,44.6,4.4,1,Mon,11
534-53-3526,Yangon,Normal,Female,Sports and travel,397.992,2019-02-11,16:06,Ewallet,18.952,7.8,1,Mon,11
796-12-2025,Naypyitaw,Normal,Male,Fashion accessories,652.26,2019-02-11,16:19,Cash,31.06,5.9,1,Mon,11
401-09-4232,Naypyitaw,Member,Male,Home and lifestyle,455.1225,2019-02-11,18:38,Ewallet,21.6725,9.4,1,Mon,11
365-64-0515,Yangon,Normal,Female,Electronic accessories,246.4875,2019-02-12,10:25,Ewallet,11.7375,7.1,2,Tue,12
549-03-9315,Mandalay,Normal,Male,Fashion accessories,796.908,2019-02-12,12:58,Ewallet,37.948,8.7,2,Tue,12
373-14-0504,Yangon,Member,Female,Sports and travel,150.423,2019-02-12,14:33,Ewallet,7.163,8.8,2,Tue,12
641-51-2661,Naypyitaw,Member,Female,Food and beverages,914.55,2019-02-12,14:45,Credit card,43.55,9.9,2,Tue,12
305-18-3552,Mandalay,Member,Male,Home and lifestyle,633.99,2019-02-12,16:19,Cash,30.19,6.0,2,Tue,12
885-56-0389,Naypyitaw,Member,Male,Fashion accessories,54.9675,2019-02-12,17:49,Cash,2.6175,4.0,2,Tue,12
287-83-1405,Yangon,Normal,Male,Health and beauty,160.209,2019-02-12,19:01,Ewallet,7.629,7.0,2,Tue,12
528-87-5606,Mandalay,Member,Female,Electronic accessories,41.454,2019-02-12,19:43,Cash,1.974,6.5,2,Tue,12
139-52-2867,Naypyitaw,Normal,Female,Fashion accessories,165.4485,2019-02-13,10:50,Credit card,7.8785,4.8,3,Wed,13
173-50-1108,Mandalay,Member,Female,Sports and travel,84.756,2019-02-13,12:14,Credit card,4.036,5.0,3,Wed,13
151-16-1484,Yangon,Member,Male,Electronic accessories,135.45,2019-02-13,12:38,Ewallet,6.45,6.5,3,Wed,13
388-76-2555,Mandalay,Normal,Male,Sports and travel,86.247,2019-02-13,13:59,Cash,4.107,6.3,3,Wed,13
339-18-7061,Naypyitaw,Member,Female,Fashion accessories,195.258,2019-02-13,15:06,Credit card,9.298,8.0,3,Wed,13
767-54-1907,Mandalay,Member,Female,Fashion accessories,155.19,2019-02-13,16:59,Cash,7.39,6.9,3,Wed,13
549-23-9016,Naypyitaw,Member,Female,Food and beverages,31.227,2019-02-13,18:15,Credit card,1.487,8.9,3,Wed,13
563-36-9814,Yangon,Member,Male,Electronic accessories,80.661,2019-02-13,18:27,Ewallet,3.841,7.2,3,Wed,13
235-46-8343,Naypyitaw,Member,Male,Food and beverages,290.43,2019-02-14,11:26,Credit card,13.83,8.9,4,Thu,14
109-86-4363,Mandalay,Member,Female,Sports and travel,441.588,2019-02-14,11:36,Credit card,21.028,4.5,4,Thu,14
545-07-8534,Naypyitaw,Normal,Female,Health and beauty,122.472,2019-02-14,12:42,Ewallet,5.832,6.0,4,Thu,14
853-23-2453,Mandalay,Member,Male,Health and beauty,318.108,2019-02-14,14:35,Cash,15.148,7.6,4,Thu,14
528-14-9470,Yangon,Member,Male,Health and beauty,95.865,2019-02-14,14:42,Ewallet,4.565,9.2,4,Thu,14
150-89-8043,Yangon,Normal,Male,Sports and travel,140.6475,2019-02-14,15:04,Cash,6.6975,6.2,4,Thu,14
638-60-7125,Yangon,Normal,Female,Electronic accessories,836.304,2019-02-14,17:03,Credit card,39.824,5.2,4,Thu,14
174-36-3675,Naypyitaw,Member,Male,Food and beverages,208.677,2019-02-14,17:29,Cash,9.937,5.2,4,Thu,14
305-03-2383,Yangon,Normal,Female,Food and beverages,211.365,2019-02-15,10:36,Cash,10.065,7.5,5,Fri,15
233-34-0817,Naypyitaw,Member,Female,Electronic accessories,103.782,2019-02-15,11:21,Cash,4.942,8.4,5,Fri,15
246-11-3901,Naypyitaw,Normal,Female,Electronic accessories,344.4,2019-02-15,12:12,Cash,16.4,6.2,5,Fri,15
541-89-9860,Naypyitaw,Member,Female,Fashion accessories,253.512,2019-02-15,12:31,Cash,12.072,8.1,5,Fri,15
394-43-4238,Mandalay,Member,Male,Home and lifestyle,93.2925,2019-02-15,12:42,Credit card,4.4425,5.4,5,Fri,15
227-78-1148,Mandalay,Normal,Female,Fashion accessories,535.374,2019-02-15,12:44,Cash,25.494,8.4,5,Fri,15
152-68-2907,Yangon,Normal,Male,Food and beverages,164.43,2019-02-15,13:30,Credit card,7.83,9.5,5,Fri,15
234-36-2483,Mandalay,Normal,Male,Health and beauty,362.817,2019-02-15,13:51,Cash,17.277,5.1,5,Fri,15
710-46-4433,Mandalay,Member,Female,Food and beverages,731.43,2019-02-15,14:15,Credit card,34.83,4.5,5,Fri,15
860-79-0874,Naypyitaw,Member,Female,Fashion accessories,1042.65,2019-02-15,14:53,Credit card,49.65,6.6,5,Fri,15
497-36-0989,Yangon,Normal,Male,Fashion accessories,163.611,2019-02-15,15:21,Cash,7.791,7.9,5,Fri,15
136-08-6195,Yangon,Normal,Female,Home and lifestyle,587.664,2019-02-15,17:01,Credit card,27.984,6.4,5,Fri,15
556-41-6224,Naypyitaw,Normal,Male,Health and beauty,282.576,2019-02-15,17:10,Credit card,13.456,9.3,5,Fri,15
321-49-7382,Mandalay,Member,Male,Sports and travel,92.7255,2019-02-15,17:38,Credit card,4.4155,5.2,5,Fri,15
285-68-5083,Naypyitaw,Member,Female,Sports and travel,77.931,2019-02-15,17:47,Credit card,3.711,10.0,5,Fri,15
372-94-8041,Yangon,Normal,Male,Health and beauty,96.138,2019-02-15,18:03,Ewallet,4.578,9.8,5,Fri,15
873-95-4984,Mandalay,Member,Female,Health and beauty,565.215,2019-02-15,20:21,Cash,26.915,7.7,5,Fri,15
400-80-4065,Naypyitaw,Member,Male,Health and beauty,287.91,2019-02-15,20:21,Credit card,13.71,9.2,5,Fri,15
431-66-2305,Mandalay,Normal,Female,Electronic accessories,833.9625,2019-02-15,20:51,Credit card,39.7125,7.6,5,Fri,15
873-14-6353,Yangon,Member,Male,Food and beverages,182.427,2019-02-16,10:33,Credit card,8.687,7.1,6,Sat,16
895-03-6665,Mandalay,Normal,Female,Fashion accessories,345.0195,2019-02-16,10:52,Cash,16.4295,4.2,6,Sat,16
241-72-9525,Mandalay,Normal,Male,Sports and travel,545.055,2019-02-16,12:21,Cash,25.955,8.2,6,Sat,16
408-66-6712,Naypyitaw,Member,Female,Health and beauty,300.573,2019-02-16,14:19,Ewallet,14.313,4.4,6,Sat,16
598-06-7312,Mandalay,Member,Male,Fashion accessories,95.9175,2019-02-16,15:42,Cash,4.5675,6.8,6,Sat,16
273-84-2164,Naypyitaw,Member,Male,Electronic accessories,63.2625,2019-02-16,15:53,Ewallet,3.0125,5.5,6,Sat,16
587-03-7455,Naypyitaw,Member,Female,Fashion accessories,718.7565,2019-02-16,17:30,Ewallet,34.2265,4.9,6,Sat,16
133-77-3154,Mandalay,Member,Male,Fashion accessories,252.756,2019-02-16,18:04,Credit card,12.036,9.4,6,Sat,16
612-36-5536,Yangon,Member,Male,Food and beverages,680.064,2019-02-17,11:12,Credit card,32.384,7.4,0,Sun,17
636-48-8204,Yangon,Normal,Male,Electronic accessories,181.44,2019-02-17,11:15,Ewallet,8.64,9.9,0,Sun,17
788-21-5741,Yangon,Normal,Male,Fashion accessories,142.947,2019-02-17,13:34,Credit card,6.807,7.2,0,Sun,17
590-83-4591,Mandalay,Member,Male,Electronic accessories,550.935,2019-02-17,14:40,Credit card,26.235,8.8,0,Sun,17
785-96-0615,Mandalay,Member,Female,Electronic accessories,300.216,2019-02-17,15:28,Ewallet,14.296,4.9,0,Sun,17
131-70-8179,Yangon,Member,Female,Health and beauty,290.0835,2019-02-17,16:27,Cash,13.8135,4.2,0,Sun,17
201-63-8275,Naypyitaw,Member,Female,Sports and travel,499.7265,2019-02-17,16:50,Ewallet,23.7965,5.7,0,Sun,17
803-17-8013,Yangon,Member,Female,Home and lifestyle,745.836,2019-02-17,17:09,Cash,35.516,4.1,0,Sun,17
634-97-8956,Yangon,Normal,Male,Food and beverages,103.635,2019-02-17,17:27,Credit card,4.935,9.1,0,Sun,17
389-25-3394,Naypyitaw,Normal,Male,Electronic accessories,62.0025,2019-02-17,18:06,Cash,2.9525,9.4,0,Sun,17
123-35-4896,Naypyitaw,Normal,Female,Sports and travel,440.937,2019-02-17,19:11,Ewallet,20.997,5.3,0,Sun,17
827-77-7633,Yangon,Normal,Male,Sports and travel,926.9505,2019-02-17,19:41,Cash,44.1405,9.3,0,Sun,17
420-11-4919,Naypyitaw,Member,Female,Food and beverages,374.7975,2019-02-17,19:57,Credit card,17.8475,5.5,0,Sun,17
652-49-6720,Naypyitaw,Member,Female,Electronic accessories,63.9975,2019-02-18,11:40,Ewallet,3.0475,5.9,1,Mon,18
849-09-3807,Yangon,Member,Female,Fashion accessories,649.299,2019-02-18,13:28,Cash,30.919,6.6,1,Mon,18
764-44-8999,Mandalay,Normal,Female,Health and beauty,30.996,2019-02-18,14:42,Ewallet,1.476,4.3,1,Mon,18
354-39-5160,Yangon,Member,Female,Home and lifestyle,216.846,2019-02-18,15:39,Cash,10.326,9.8,1,Mon,18
787-15-1757,Naypyitaw,Member,Male,Health and beauty,185.094,2019-02-18,16:28,Ewallet,8.814,8.4,1,Mon,18
597-78-7908,Naypyitaw,Normal,Male,Fashion accessories,284.193,2019-02-18,19:39,Cash,13.533,6.2,1,Mon,18
278-97-7759,Yangon,Member,Female,Electronic accessories,65.604,2019-02-18,20:29,Cash,3.124,4.7,1,Mon,18
409-33-9708,Yangon,Normal,Female,Fashion accessories,206.808,2019-02-19,10:12,Ewallet,9.848,9.2,2,Tue,19
886-77-9084,Naypyitaw,Normal,Male,Electronic accessories,603.876,2019-02-19,11:33,Ewallet,28.756,5.5,2,Tue,19
449-16-6770,Yangon,Normal,Male,Health and beauty,266.6475,2019-02-19,14:53,Credit card,12.6975,5.3,2,Tue,19
384-59-6655,Yangon,Member,Female,Food and beverages,932.337,2019-02-19,15:07,Cash,44.397,8.4,2,Tue,19
183-21-3799,Naypyitaw,Normal,Female,Electronic accessories,733.6035,2019-02-19,15:14,Ewallet,34.9335,7.2,2,Tue,19
272-27-9238,Naypyitaw,Normal,Female,Food and beverages,173.208,2019-02-19,16:23,Cash,8.248,7.1,2,Tue,19
629-42-4133,Naypyitaw,Normal,Male,Health and beauty,183.12,2019-02-19,19:24,Cash,8.72,8.3,2,Tue,19
752-23-3760,Mandalay,Member,Female,Sports and travel,470.988,2019-02-19,19:29,Credit card,22.428,7.3,2,Tue,19
868-06-0466,Yangon,Member,Male,Electronic accessories,657.531,2019-02-19,19:38,Credit card,31.311,7.8,2,Tue,19
779-42-2410,Mandalay,Member,Male,Food and beverages,181.881,2019-02-20,13:06,Ewallet,8.661,7.7,3,Wed,20
848-95-6252,Naypyitaw,Member,Female,Home and lifestyle,90.5835,2019-02-20,13:24,Ewallet,4.3135,7.0,3,Wed,20
692-92-5582,Mandalay,Member,Female,Food and beverages,172.746,2019-02-20,13:27,Credit card,8.226,5.9,3,Wed,20
311-13-6971,Mandalay,Member,Male,Sports and travel,335.895,2019-02-20,15:18,Credit card,15.995,9.9,3,Wed,20
548-46-9322,Mandalay,Normal,Male,Food and beverages,418.95,2019-02-20,15:24,Credit card,19.95,5.9,3,Wed,20
546-80-2899,Yangon,Member,Male,Home and lifestyle,79.149,2019-02-20,15:29,Ewallet,3.769,9.5,3,Wed,20
782-95-9291,Yangon,Member,Male,Food and beverages,484.5225,2019-02-20,15:55,Credit card,23.0725,9.0,3,Wed,20
725-56-0833,Yangon,Normal,Female,Health and beauty,339.36,2019-02-20,16:49,Credit card,16.16,10.0,3,Wed,20
498-41-1961,Mandalay,Normal,Male,Health and beauty,350.07,2019-02-20,18:01,Cash,16.67,7.6,3,Wed,20
458-61-0011,Mandalay,Normal,Male,Food and beverages,253.26,2019-02-20,18:43,Cash,12.06,5.8,3,Wed,20
389-70-2397,Naypyitaw,Normal,Female,Health and beauty,439.215,2019-02-21,10:26,Cash,20.915,7.2,4,Thu,21
714-02-3114,Naypyitaw,Normal,Female,Sports and travel,207.48,2019-02-21,11:39,Cash,9.88,7.7,4,Thu,21
279-62-1445,Naypyitaw,Member,Female,Fashion accessories,13.167,2019-02-21,12:38,Cash,0.627,8.2,4,Thu,21
503-21-4385,Mandalay,Member,Male,Health and beauty,125.7165,2019-02-21,12:40,Ewallet,5.9865,9.3,4,Thu,21
319-74-2561,Yangon,Member,Female,Electronic accessories,298.116,2019-02-21,16:55,Cash,14.196,5.5,4,Thu,21
269-04-5750,Mandalay,Member,Male,Fashion accessories,310.044,2019-02-21,18:31,Cash,14.764,6.7,4,Thu,21
488-25-4221,Naypyitaw,Member,Female,Food and beverages,31.9305,2019-02-22,10:36,Credit card,1.5205,8.4,5,Fri,22
831-64-0259,Mandalay,Normal,Female,Fashion accessories,208.6875,2019-02-22,10:43,Ewallet,9.9375,9.6,5,Fri,22
582-52-8065,Mandalay,Normal,Female,Fashion accessories,513.2295,2019-02-22,10:49,Cash,24.4395,8.9,5,Fri,22
777-67-2495,Mandalay,Normal,Male,Home and lifestyle,217.2555,2019-02-22,11:26,Ewallet,10.3455,8.7,5,Fri,22
838-02-1821,Naypyitaw,Member,Female,Home and lifestyle,26.733,2019-02-22,12:10,Credit card,1.273,5.2,5,Fri,22
807-14-7833,Yangon,Member,Female,Electronic accessories,182.91,2019-02-22,12:30,Ewallet,8.71,7.0,5,Fri,22
864-24-7918,Yangon,Member,Female,Sports and travel,257.145,2019-02-22,15:15,Cash,12.245,8.1,5,Fri,22
347-56-2442,Yangon,Normal,Male,Home and lifestyle,69.111,2019-02-22,15:33,Cash,3.291,4.1,5,Fri,22
743-88-1662,Naypyitaw,Normal,Male,Sports and travel,701.8515,2019-02-22,18:17,Ewallet,33.4215,8.7,5,Fri,22
837-55-7229,Mandalay,Normal,Female,Fashion accessories,49.812,2019-02-22,18:19,Credit card,2.372,6.8,5,Fri,22
690-01-6631,Mandalay,Normal,Male,Fashion accessories,183.645,2019-02-22,18:35,Ewallet,8.745,6.6,5,Fri,22
831-81-6575,Mandalay,Member,Female,Electronic accessories,714.3255,2019-02-23,11:12,Cash,34.0155,8.0,6,Sat,23
396-90-2219,Mandalay,Normal,Female,Electronic accessories,125.664,2019-02-23,12:29,Cash,5.984,8.6,6,Sat,23
729-46-7422,Naypyitaw,Normal,Male,Food and beverages,37.6845,2019-02-23,16:52,Credit card,1.7945,7.9,6,Sat,23
274-05-5470,Yangon,Member,Female,Food and beverages,308.574,2019-02-23,18:30,Cash,14.694,6.0,6,Sat,23
787-56-0757,Naypyitaw,Member,Female,Food and beverages,337.512,2019-02-23,18:45,Credit card,16.072,8.3,6,Sat,23
503-07-0930,Naypyitaw,Member,Male,Sports and travel,429.1665,2019-02-23,19:49,Credit card,20.4365,8.2,6,Sat,23
695-09-5146,Mandalay,Member,Female,Food and beverages,311.1885,2019-02-23,20:00,Ewallet,14.8185,6.4,6,Sat,23
190-14-3147,Mandalay,Normal,Female,Health and beauty,75.474,2019-02-23,20:43,Ewallet,3.594,6.4,6,Sat,23
186-43-8965,Yangon,Member,Female,Home and lifestyle,100.128,2019-02-24,10:10,Credit card,4.768,4.1,0,Sun,24
803-83-5989,Naypyitaw,Normal,Male,Home and lifestyle,351.099,2019-02-24,10:55,Ewallet,16.719,7.0,0,Sun,24
315-22-5665,Naypyitaw,Normal,Female,Home and lifestyle,772.38,2019-02-24,11:38,Ewallet,36.78,8.0,0,Sun,24
692-27-8933,Mandalay,Normal,Female,Sports and travel,365.085,2019-02-24,13:02,Cash,17.385,5.2,0,Sun,24
516-77-6464,Naypyitaw,Member,Female,Health and beauty,53.34,2019-02-24,13:08,Ewallet,2.54,4.1,0,Sun,24
365-16-4334,Mandalay,Normal,Female,Food and beverages,222.012,2019-02-24,14:26,Ewallet,10.572,8.9,0,Sun,24
740-11-5257,Naypyitaw,Normal,Male,Electronic accessories,259.77,2019-02-24,16:44,Cash,12.37,7.1,0,Sun,24
380-60-5336,Yangon,Normal,Female,Electronic accessories,422.73,2019-02-24,18:06,Credit card,20.13,5.0,0,Sun,24
242-11-3142,Mandalay,Member,Male,Fashion accessories,175.917,2019-02-24,19:57,Cash,8.377,4.6,0,Sun,24
300-71-4605,Naypyitaw,Member,Male,Electronic accessories,451.71,2019-02-25,11:24,Ewallet,21.51,4.8,1,Mon,25
866-70-2814,Mandalay,Normal,Female,Electronic accessories,554.295,2019-02-25,11:58,Ewallet,26.395,10.0,1,Mon,25
574-80-1489,Mandalay,Member,Female,Food and beverages,263.97,2019-02-25,13:22,Ewallet,12.57,8.7,1,Mon,25
505-02-0892,Mandalay,Member,Male,Health and beauty,357.588,2019-02-25,14:12,Ewallet,17.028,5.6,1,Mon,25
355-53-5943,Yangon,Member,Female,Electronic accessories,433.692,2019-02-25,14:36,Ewallet,20.652,5.8,1,Mon,25
735-06-4124,Naypyitaw,Normal,Male,Food and beverages,51.0405,2019-02-25,15:31,Cash,2.4305,4.4,1,Mon,25
719-89-8991,Yangon,Member,Female,Sports and travel,479.9025,2019-02-25,16:03,Ewallet,22.8525,7.1,1,Mon,25
275-28-0149,Yangon,Normal,Male,Sports and travel,66.8745,2019-02-25,16:21,Cash,3.1845,6.0,1,Mon,25
511-54-3087,Mandalay,Normal,Male,Sports and travel,92.8725,2019-02-25,16:36,Credit card,4.4225,9.5,1,Mon,25
308-81-0538,Yangon,Normal,Female,Fashion accessories,306.81,2019-02-25,17:16,Credit card,14.61,4.9,1,Mon,25
834-83-1826,Mandalay,Member,Female,Home and lifestyle,430.71,2019-02-25,17:16,Credit card,20.51,7.6,1,Mon,25
636-17-0325,Mandalay,Normal,Male,Health and beauty,262.794,2019-02-25,18:37,Cash,12.514,9.5,1,Mon,25
459-45-2396,Yangon,Member,Female,Food and beverages,313.74,2019-02-25,18:45,Cash,14.94,5.8,1,Mon,25
871-79-8483,Mandalay,Normal,Male,Fashion accessories,494.1825,2019-02-25,19:39,Credit card,23.5325,4.8,1,Mon,25
608-05-3804,Mandalay,Member,Male,Electronic accessories,41.7375,2019-02-25,20:19,Cash,1.9875,6.1,1,Mon,25
502-05-1910,Yangon,Normal,Male,Health and beauty,205.317,2019-02-25,20:35,Credit card,9.777,6.3,1,Mon,25
466-61-5506,Mandalay,Member,Female,Electronic accessories,571.41,2019-02-26,10:52,Cash,27.21,5.3,2,Tue,26
437-53-3084,Mandalay,Normal,Male,Fashion accessories,209.769,2019-02-26,11:48,Ewallet,9.989,7.1,2,Tue,26
707-32-7409,Mandalay,Member,Female,Sports and travel,401.268,2019-02-26,11:58,Ewallet,19.108,4.5,2,Tue,26
702-72-0487,Yangon,Normal,Female,Electronic accessories,97.881,2019-02-26,12:28,Credit card,4.661,6.6,2,Tue,26
518-71-6847,Mandalay,Member,Male,Food and beverages,167.58,2019-02-26,15:10,Ewallet,7.98,4.9,2,Tue,26
477-24-6490,Mandalay,Normal,Female,Health and beauty,628.173,2019-02-26,16:52,Ewallet,29.913,7.9,2,Tue,26
491-38-3499,Yangon,Member,Male,Fashion accessories,58.2225,2019-02-26,17:46,Credit card,2.7725,4.9,2,Tue,26
154-74-7179,Mandalay,Normal,Male,Sports and travel,57.1725,2019-02-26,19:24,Ewallet,2.7225,7.9,2,Tue,26
649-11-3678,Naypyitaw,Normal,Female,Food and beverages,216.6885,2019-02-26,20:26,Cash,10.3185,5.5,2,Tue,26
250-81-7186,Naypyitaw,Normal,Female,Electronic accessories,104.6745,2019-02-27,10:23,Credit card,4.9845,8.0,3,Wed,27
400-45-1220,Mandalay,Normal,Female,Health and beauty,141.75,2019-02-27,11:06,Credit card,6.75,4.8,3,Wed,27
243-55-8457,Yangon,Normal,Female,Food and beverages,781.62,2019-02-27,11:40,Ewallet,37.22,5.1,3,Wed,27
105-10-6182,Yangon,Member,Male,Fashion accessories,45.108,2019-02-27,12:22,Ewallet,2.148,6.6,3,Wed,27
263-12-5321,Yangon,Member,Male,Electronic accessories,680.61,2019-02-27,12:52,Credit card,32.41,9.3,3,Wed,27
605-72-4132,Naypyitaw,Normal,Female,Food and beverages,793.548,2019-02-27,15:12,Cash,37.788,9.1,3,Wed,27
135-84-8019,Yangon,Normal,Female,Fashion accessories,736.4385,2019-02-27,16:10,Ewallet,35.0685,7.6,3,Wed,27
370-41-7321,Mandalay,Member,Male,Health and beauty,535.7205,2019-02-27,17:24,Credit card,25.5105,8.4,3,Wed,27
741-73-3559,Mandalay,Normal,Male,Sports and travel,353.1675,2019-02-27,17:27,Cash,16.8175,6.9,3,Wed,27
665-63-9737,Mandalay,Normal,Male,Fashion accessories,165.123,2019-02-27,17:36,Ewallet,7.863,7.5,3,Wed,27
318-68-5053,Mandalay,Normal,Female,Health and beauty,485.037,2019-02-27,17:55,Cash,23.097,6.1,3,Wed,27
250-17-5703,Yangon,Member,Male,Food and beverages,197.925,2019-02-27,18:24,Ewallet,9.425,5.6,3,Wed,27
191-29-0321,Mandalay,Member,Female,Fashion accessories,207.585,2019-02-27,18:57,Credit card,9.885,5.0,3,Wed,27
759-98-4285,Naypyitaw,Member,Female,Health and beauty,631.1445,2019-02-27,19:01,Credit card,30.0545,8.0,3,Wed,27
709-58-4068,Mandalay,Normal,Female,Fashion accessories,431.445,2019-02-28,14:42,Cash,20.545,7.3,4,Thu,28
291-59-1384,Mandalay,Normal,Male,Electronic accessories,63.315,2019-02-28,17:38,Cash,3.015,6.0,4,Thu,28
142-72-4741,Naypyitaw,Member,Male,Fashion accessories,195.72,2019-02-28,18:37,Credit card,9.32,6.0,4,Thu,28
